mensagem,odio
problema abraço homem mulher abraço amiga abraçar gente preconceituoso problema gay USER USER humano sentimento vzs legal pessoa USER ACHO ISUSER USER USER USER EDUCAÇÃO lavar louça invés vim criticar,NOT
Deixar assistir programa achar Monark maconheiro direito liberdade inerente humano ser falar merda,OFF
USER JOGANDO NAÇÃO USER USER BOBO OTÁRIOS USER USER PAÍS PÔS USER USER USER LÁPOR USER SABEMKKKKĶK,OFF
USER QI pra debater entrevistado ruim falar muito merda,OFF
USER corintiano mano Apaga passar vergonha or KKKKKKKKKKKKKKKKKKKK,OFF
merda dar vida q tô sentir cu mané,OFF
USER burrinho,OFF
USER USER USER fanto laranja meio boca p caralho,OFF
USER USER desculpa Macaco saber cê analfabeto,OFF
USER USER DIAS GAYZAO,OFF
ter ver falar surto sexo Brasil,NOT
Perdeu cliente USER Usam criança pra força ideológico,OFF
Wrecking ball pra comer cu palhaço hein URL,OFF
USER burguerking querer ganhar fama lgbt USER nao po USER,NOT
USER haver nenhum ler faça sentir lêr bosta livro quiser dizer pensar concordar assistir vídeo leia Crepúsculo paz oO,OFF
Cara revoltante vergonha lei país,NOT
USER gostariamqualquer pilantra serveaté canalha Putin manipulávelvir Bidenqualquer merda surpreender,OFF
dizer gente colher gente planto tá guardar filho puta,OFF
USER bafomet vergonhoso,NOT
USER achar reportagem interessante ficar postar porcaria rezar,OFF
USER retrato elite nazista socialista eugenista progressista iluminar extremo esquerda radical URL,OFF
USER Mulher virar traveco,OFF
USER cadêr porra chave casa to doido pra mijar URL,OFF
rt USER USER USER pqp fiz ontemm mãe virar super saiyajin,OFF
USER Gordola espécie humano medonho mundo,OFF
caralho mano q sonho cabuloso q lkkkkkl seloco,OFF
USER viver haver século pobreza ignorância novidade Acham cortar verba educação pra saber investir educação resultar perda voto ser exatamente pobre humilhável ignorante,NOT
USER Central putinho pq cara falar técnico superestimar hauhauhuahua,OFF
USER debochado,OFF
4000 retardado,OFF
USER USER USER USER USER indicar Arthur tokinho leitar cu prolapsar,OFF
postar ter porra 3 ANOS,OFF
quase quebrar casa pra matar bicho estranho q entrar cozinha kkkkkkk,NOT
lixo bk,OFF
Scooby PA leonino fazer besteira liderança pra lina canceriano inferno astral de ele merda fazer ter visão signo ir rolar colocar de ele,NOT
achar Jojo irritante pensar gritar sera q surdo mulherzinha chato aff Alguém falar pra fulana educação pq grito Adiantace algum porco morrer,OFF
USER Aham noel existir neh velho LADRÃO FDP,OFF
pra eu n existir nenhum desaforo vida pior q alergia absorvente caralho preciso merda quase morro tomar cu,OFF
USER CHINA USER nazista problema hj governar carrada sociopata presidência senador deputado estadual federal aproveitar situação pra deixar sociedade doente tar culpa sociedade permitir aprender político tar pra servir servir político,NOT
USER USER USER Bandido msm jto opinião político q definir cara bandido vagabundo vergonha ae 500 kkkkkkk,OFF
Absurdo erro pq video editar compactuo nazista facista racista supremacista branco USER DEIXANDO ASSINAR TOTALMENTE USER USER USER USER ACABAR USER USER USER USER CHEGA,NOT
NAO USER USER USER USER USER,NOT
PorracaralhoEsse cara sábio,OFF
heróiparabéns eleo capeto voltar inferno,OFF
serio vcs dar premio pra menina voz insuportavel,OFF
USER USER Pilantras quinto inferno vcs merecer HASHTAG,OFF
gente louco,NOT
USER USER USER incrível USER ver comentário pensar pq religioso alienar nojento,OFF
USER USER Ri ablr livro pra menina falar falar exatamente querer falar saber Show USER,NOT
cara matar filha sair dia pai USER USER USER kkk,NOT
USER tar chapado vc ver liberdade expressão limite tar fazer,OFF
USER Aaaa ficado avisar merda,OFF
comer arroz feijão fdp fresco caralho,OFF
cara tenque lavar lingua,NOT
USER desgraça msm,OFF
ah USER USER USER USER biblia USER USER USER USER usar perfume família tradicional cú rolar amor possuir gênero raça obedecer padrão,OFF
USER USER USER Resumido mulher escroto marido mendigo escroto mulher marido escroto mendigo santo história 3 escroto vítimas filho infelizmente povão adorar,OFF
mt otário vsf,OFF
achar colocar macara i pra rua mostrar pra tirano ta bola ficar sentar reclamar adiantar cabeça doente de ele achar USER ta mostrar pra representar,OFF
país atrasado prova manifestação homofóbico discurso preconceituoso mundo inteiro mover sentido entender ninguém direito julgar outro amar Brasil continuar burro preguiçoso cheio moralidade torpe,OFF
USER falhar asa Monark inúmero cagada USER USER defender cortar raiz sabichão Monark colocar risco trabalho suster várias família depender podcast pena cheirar cueca Monark,OFF
continuar cheguei seguinte USER achar alguem ir falar USERdo pra nao pessoa nao ir chegar falar ei ei USER saber crepusculo la eduard fodao etc claro nao USER outro video de ele so micareta começo USER USERdose USER micareta respirar fundo USER pegar aids saber mesmo assuntoniguem falar pra assismsabiar vç micareta respirar USERPegaAid,OFF
USER sair USER falar de ela USER esperar encontrar rede nacional kkkkk USER tar dar mole arrumar treta Atoa roça sair causa pena gostar de ela,NOT
ai cara primo mostrar voce gostar MysteryGuitarMan ta curter cara gostar voce continuar bater emprensa colocar legal pessoa enchergam voce emprensa dominar dai foda ficar revoltado pá continuar gostar voce le abração car,OFF
nojo Toddynho ridículo humano horrível,OFF
USER gay problemaproblema querer obrigar agenda gay hetero,NOT
sucesso mundo ganhar milhão merda USER,OFF
monstro criminoso matar sangue frio inocente Isabella largo fogo inferno esperar vcs ninguém escapar justiça USER monstro ter dia livre dia pai pai mae matar criança terao USER vida,NOT
USER vc sapatao fan suju,OFF
USER vírus taí imbecilidade aglomeração etc,OFF
JAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJA MAMANDO URL,OFF
Velho escrotar URL,OFF
deus ódio Internet merda vagabundo pilantra,OFF
USER Meninhos q querer menininha USER,OFF
de esse índir índia verdade rosto japonesa feio pra caralho teta murcho quadril geladeirasão coisa horrível,OFF
vídeo USERue ver USERaí puxar sacoaliás USER gostar puxar ninguém assisti confessar USERue concordei todosUSER POLÍTICOSAliásnão concordar dar ótimo gargalhada jeito falar verdade tarja misturar humor cara USERUSER acessório USER diferençaTe admiror Parabéns trabalho Ah vc Gatocara Vlw,NOT
Desculpe USER xará nazismo vencer eleição democraticamente dizer ir matar gente USER discurso assinar acordo USER eleitor ideia entender USER querer nazismo vencer eleição convencer matar gente legal mentira USER poder outro podcast convidar abordar história nazismo direito,NOT
Kkkk gurio noçãoUSER ficar famoso palhaçar ah guria c internar lokanem famosagente seguro loka PERIGO p sociedadenão ta respeitoa Lei q tomar ATITUDEenquanto passar fome tristezar USER USER,OFF
USER Jojo imaginar souber compadre de ela morrer ruim agente perder alguém maneira violentá,NOT
barulho gente preconceituoso burro USER quanta gente imbecil mundo,OFF
USER INFORMA mau caratismo tamanho administrar página vergonha cara,OFF
USER USER USER USER USER Vá pra puta parir Messi merecer bola ouro 2018 Messi jogador bom Salah Ronaldo poder vencer bola ouro seguir lógico Messi merecer bola ouro 2018,OFF
USER PUTARIA,OFF
nome dar entrada hospital precisar respirador infelizmente ficar chupar dedo,OFF
apoiarma máscara manifesto livrar maldito vírus mortal vir China,OFF
USER querer depender USEReiro iiiii achar dar ruimUSER país Covardesnegócio carnaval futebol muito bebida prostituiçãoUSER ACABOU,OFF
USER muchar hora sacosó corpinhoooo,OFF
muito pessoa aceitar mulher fetiche esquisito Mulhero corno satisfaz mulher cara situação rua inocente,OFF
passar verdade nenhumparece ensaiar chegar beirar ridículo reportagem Mtos detalhe tar obviil tar mentir falar comeu pq pedir pronto precisar falação,OFF
regra Brasil hoje USER CASA merda USER doença matar milhar,OFF
falar moral moral pra falar merda,OFF
USER USER hoje caraio puta parir tomar cu,OFF
USER merecer USER USER mau miserável Doria ir moro,OFF
macho bicho escrotar ver mulher,OFF
estética amiga estético retardar,OFF
mulher completamente descontrolar exigir monte coisa nao pequeno educação,OFF
rabo uu,OFF
comparar assassinato dever preso negligência trânsito matar pedestre Bruno matar prender diferente calmo mane ninguém moral pra falar ninguém URL,NOT
USER USER USER gostar de ele culhao contratar segurar onda foder opinião ser SP zona político diretor outro outro ai rolar ciumeiro foder Ficar impressão ano Landim chamar galera dizer mar,OFF
pro bglho Breno disposto ficar voltar dor desgraçar kkkk odio,OFF
soltar vídeo cantar tô famoso tomar cu pai URL,OFF
fila caixa cheio gente recomendação profissional saúde manifestante apoiador Bolsonaro aglomeração Eita globo lixo,OFF
Tô fase vida tacar fodase pra falar falar N tomar cu pra ficar pagar pau p ninguém 10 pessoa 2 gostar eu tô tô ai,OFF
vini foder,OFF
USER USER Entregaram Cruzeiro né velho fdp q ser verdade clube entregar pq vc quadrilha quebrar deixar situação,OFF
vc ensinar filho respeitar opinião vc incentivar gay pra pqp,OFF
mina egocêntrico achar certo,OFF
cara USER conseguir entender errado deus,OFF
USER afinal parasita devolver dinheiro receber injustamente absurdo coordenação pagamento auxílio emergencial rico receber ficar moita devolver descobertar,OFF
Empresa lixo ação ir cair absurdamente ver criança pra falar LGBT USER brincar curtir infância assunto caber Marca nojentar,OFF
Deus USER Deus religião criar humano pastor pra eu USER pastor Arnaldo assistir vídeo de ele USER sexualidade caráter ninguUSERm gay má pessoa conhecer USER gente honesto ficar porra preconceito igreja casa deixar viver vida algum homossexual prejudicar,OFF
Deixar criança criança aff,NOT
q sexo vida mulher,OFF
USER parada seguinte nao descordar USER falar realmente USER razao fan serie nao achar certo USER generalizar coisa ridicularizar pessoa USER opniao USER exagerar serio USER machista idiota USER direito falar USER pensar pensar melhor falar ok,OFF
argumento cara ridículo falar,OFF
dia gostar respeito religião Bando cínico aproveitador URL,OFF
USER Jojo tar queimar desnecessário showzinho de ela USER levantar gritar igual louca perder jogo tô pegar ranço,OFF
USERuar pessoa conseguir sucesso criticar sucesso Auhsuahs parabéns criatividade USER SENTIDO fikar falar USER USER USER gostar muito gente gostar neeh USER virgem mãe achar principe encatado Odeio Justin USER Adoro Crepusculo prova controversia teoria,NOT
achar incrível consideração pessoa doar pessoa enfiar consideração cu,OFF
USER chegar mandar kk,NOT
63388dei gabarito áudio de ela confirmar dizer apesar de ela explicitar sentir conversar entender paranóico implicante beta desesperar migalha buceta,OFF
ARROMBADA NMRL COBRA SEMANA,OFF
doido cara tar aproveitar fama sinceramente olhar sinto nojo,OFF
rt USER mano alguém ligar noite 47 atendi manhã falar to ficar puta desespero,OFF
Colocamos pessoa Intelectual Jumento pra debater saber,OFF
vontade tacar fodase ta,OFF
cigarro álcool acabar saúde 2 cancerígeno,NOT
APRENDAM USER HANG HIPÓCRITAS CPI,OFF
tô fechado Gordola deixar revoltar bixo URL,OFF
educação históriar USER vagabundo safar,OFF
dor cabeça krl porra q n descer,OFF
arrependimento matar tar morta enterrar podre terra,NOT
USER céu Tô apavorado quantidade comentário mulher caír lábia malandro inteligente gente malandro palavra solto parecer inteligente enaltecer mulher conseguir Rir ano Abre olho mulherar,OFF
USER USER Ser algum segurança pegar alguém fazer levar pra salinha fundo pessoa,OFF
idiota mano kkkkkkk deus sinal aprer,OFF
Ei ei ei jornalista gay,OFF
USER USER bosta psicopata matar simplesmente pessoa garantir policial morar USER acusar presidente genocídio matar 3000 pessoa USER rede USER bosto,OFF
USER USER nojor cultura podre,OFF
ir coringar pqp FUDER,OFF
USER USER USER lgbt opiUSERião USERão mesmo homofobia comeUSERtário pessoa clarameUSERte crítica eUSERsiUSERar míUSERimo respeito criaUSERça pessoa lgbt Eleela usar RELIGIÃO tacar ódio precoUSERceituoso USERojeUSERto USER míUSERimo seUSERso utilizar religião pregar amor causar discórdia,NOT
agente tomar baile vagabundo mega mobilização torno único indivíduo armar mostrar segurança público patético caótico vulneravel 200 incompetente conseguir único indivíduo armar encurralado levar tiro de ele cara vergonhoso retrato segurança público acostumar mostra valentia cidadão desarmar trabalhar desobedecer decreto abusivo prefeito governador ter armar fazendeiro altura ter mandar vagabundo pra cova casa passar deparar proprietário armar trocar tiro engraçar entrar né,OFF
kkkk 8 ano poha muDOU USER,OFF
USER vagabundo merda cidadão caralhoisso q bosta liberar armamatar gente desarmar pq seguro mão entregar arma p bandido piarchorar medoq presidente bosta de eles,OFF
boicotar Boticário boicotar USER USER USER Youtube USER USER lista aumentar ir hipocrisia de esse crente nojento,OFF
USER ver vídeo USER falar horror USER ehr ridículo arrogante achar rainha cair conceito voltar achar ehr dona fazenda pensar pra ficar falar,OFF
porra time fuder caralho Itália URL,OFF
levar car tô q dizer falar sério brigar comigo ligor aceitar jeito nenhum q façam otário,OFF
esfaquear gostar metade Brasil morrer kkkk zoas lógico esfaquear alguém simplesmente concordar ideia pessoa ser esquerdista poder esfaquear vice verso USER,OFF
USER USER AMAVA FESTA USER TINHA FANTASIA SUBIR PAU SEBO kkkkk,OFF
lixo Deixem criança paz,OFF
kkk tao egoísta odeiar,OFF
USER USER USER calar boca presitende falar merda merda continuar merda passar atitute respeitavél respeito,OFF
USER ta ser ridículo teatro Jojo aumentar voz tentar mandar,OFF
USER USER Barba grande corrupto planeta negar cego canalha,OFF
CHEGOU BICHINHA HASHTAG URL,NOT
caralho mano to triste pqp,OFF
USER USER Cala boca tar doidão Stella fdp,OFF
USER USER safado mentiroso,OFF
entristecer verdade lamento falar coisaspor tremer idiota ignorantee pessoa boae gostar flowporém desligar posicionamento poder incentivar pessoa idiota,OFF
cólica desgraçar,NOT
China existir USER coragem USER publicidade detalhe PCC perseguir gay cristão minoria regime matar milhão pura canalhice USER Deu ruim pra USER lacrar lucrar,OFF
USER thayse mentiroso falar pesadelo puro kaor pra chamar atenção,OFF
mulher vergonha pior cara aceitar corno mundo,OFF
USER controlar mano trancafiar cadeado oq criança,NOT
dar nojo ouvir cara falar coisa,NOT
kkkkkkkkkkkkk vida merda legal kkkkkkk ir falar nen USER,OFF
casal gay reclamar crente comercial,NOT
buceta vo URL,OFF
ficor pena marido serio entrevista marido de ela fiquei muito pena pq mulher realmente doente nao abandonar,OFF
acontecer querer transar c elesimplesmente kkk câmera testemunha pra,NOT
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk Felipe USER USER USER rir,NOT
USER usufruir direito USERuerer idiota 2 convidado programa falar USER ter responsabilidade entrevistador veículo mídia má fé ignorância USER colocar mão fogo USER nazista vcs atirar pedra pra acertar ninho marimbondo esperar USER USER contir USER dar mta dica opinião pessoal USER estar comprometer bola poderoso USERue Suass mão bola pra matar colega pena USER ignorante USER saber USER mão poder aproveitar junto USERue vir fácil sera tirar fácil,OFF
corpo gordinho fofo lir,NOT
all of us are dead ta deixar triste puto,OFF
propaganda hamburguer mostrar hamburguer USER,NOT
USER USER USER ato q prestar presidente ridículo Vasco Havan Bolsonaro,OFF
idiotização pessoa religião extinção Cristianismo LISTA GIGANTE,OFF
caralho URL,OFF
andar roupa piriguete KKKKKKKKKKKK mãe odeiar,OFF
safado vir puta crescer olho,OFF
contrário arriscar vida pra corrupto depravar BRAVA USER USER,OFF
USER USER USER calcinha apertar vergonha pra mentir cara deslavadaHASHTAG HASHTAG,OFF
USER USER tbm conhecer lembrar de ele limite porra engraçar seguir insta pra rir mrm,OFF
Falou falar dar mesmo obvio nazismo ridículo USER querer citar nazismo contexto específico neurônio entender querer Geração horrível viver,OFF
USER USER porra ratio mlk ir trabalhar fudido caralho droga evento boy semana ficar semana live recuperar quase overdose pó,OFF
paga doido cheio indireta Internet falar evolução trampo caralho 4 esquecer to aq gringa fzd cara trampo lero lero 5 nota bolso grande 20 carteira,OFF
problema Monark querer ficar chapado beber junto foda ficar falar merda programa,OFF
caralhar caraesse vídeo foda USER criar,OFF
homofóbico poder boicote vida rsrs precisar aceitar gay lésbica etc respeitar respeitar básico pra humano pensamento homossexualidade promiscuidade palavra andar junta desculpem mentalidade gente ignorante cabeça pequeno homossexual conheçar casal mulher casal homem discreto feliz incomodar ninguém sair fazer sexo rua pegar ignorante falar,OFF
USER criar monstro USER tar difamar Brasil servidor gringo Virou piduncho loot universo mau ganhar kkkkkk,OFF
juro q matar pra nao insonia pqp n desejo pra ngm,OFF
USER fuder burguer King USER,OFF
USER USER batizar Pastor rio Jordão pra propaganda pra evangélico mongoloide votar público gastar fielmente dinheiro cd cantor gospel ruim,OFF
USER USER BOLSONARO CU USER USER GOSTA USER USERFIM,OFF
mundo foda exploda va pra puta parir,OFF
USER caralho pra add orkut USER bloquear compartilhamento merdaaaa USER liberar compartilhamento USER,OFF
pô propaganda bonito besta ver,OFF
olha legal estar chegar entrevista perceber professor entrar pra campanha pro movimento lgbt né pra lembrar movimento ODEIA ISRAEL USER USER amar árabe mandar pendurar gay guindaste USER movimento força dia hoje Atacam família descaradamente,OFF
USER cara nojento caralho,OFF
USER Novidadefacada fake,NOT
casa bar vagabundo,OFF
fantasia sexual de ela ninfomaníaco tesão difícil entender caso marido saber fantasia aguentar presenciar cena dar sofrer agressão mendingo especulação mentira muito,NOT
velho gostar treta coisa palhaçar,NOT
Interessante entender eleição tornar voltar entrar privilegio vim bolsonaro USER USER USER USER papa maldito sugar pobre beneficiar enganem entrar politica tornar corrupto ficar ai dica,NOT
USER cara nojento caralho Joga tomar cu,OFF
dar pequeno pra reality show USER mudar ideia kkkk vir fã merendeira,NOT
USER USER q q gay doente aprender pontuação,OFF
palhaçar,NOT
Gente cara português corretíssimo esperar corrija ficor vergonha escrever achar corrigir kkkkkkkk pena vergonhar vergonha,NOT
la Deusa quebrar piranha n porrar URL,OFF
USER pessoa reclamar jeitão JoJo tratar gente noção horrível,NOT
FamosopramimnaoehomemquemexecomUSER USERoutrosUSERcedoetiraleiteparamatarafomeaqueleefamoso,NOT
USER USER comunista homofobico ver kkk,NOT
USER USER racista,NOT
USER Cagou pinico dinovo,NOT
USER falar merda ea comunidade passo pano,OFF
USER porrar machine gun Kelly caraio 20h maluco bota morfético 17h inferno Pabllo dever atração prin,OFF
gordo obeso ninguem achar bonito gordo,OFF
gostar entender outro gay afetar vida homofóbico USER poder influenciar criança gay deixar existir culpem casal hétero gerar filho gay 2 achar indecente passar frente banca jornal capa Revista USER assista filme censura ano pra assistar bloco Carnaval bloqueiar site pornografico acessar semanalmente Internet casa 3 novidade pra gay ser humano 4 vir raio gay sair tela comercial transformar gay ok,NOT
USER imaginar comparar manque viadinhar,OFF
MDS decepção pessoa Descobrir horrível,NOT
USER bom saga mundo oque acontecer Harry USER Senhor Anéis porra veloz furioso bom porra,OFF
sabotagem Cresce Pesquisas Eleitorais Rejeição Aumentar USER Atentado Faça Passar Coitado ser Espalhou Ódio USER USER USER USER,NOT
USER Vc eh foda feliz contar vc tribo,OFF
bolsonaro comedor mulher petista,OFF
trans finissima dar like pra boticario,NOT
USER ficar putinha URL,OFF
Ficar muro pra acontecer USER nazista autoritário estorvo merecer voz hora arrancar pescoço esperar vc aprenda dê voz tipo monstro,NOT
mandar maluco tomar cu de ele,OFF
USER Deixar moleque escolher filho puta pensar pare desmerecer favela cretino,OFF
explicar criança Lixo USER produzir reduzira dia de eles interessante,NOT
horroroso gordo,OFF
reclamação propaganda cadêr negro cadêr casal miscigenação,NOT
USER cara pau desrespeitar constituição federal dia,NOT
Ridícula RANÇO ETERNO,OFF
vergonha filho roubar matar ser preconceituoso vergonha,NOT
falor merda desculpa precisar responder ato,OFF
USER ridículo,OFF
doidão besta trás kkk tds idiota ir guar morrer viro chorar importar Deus ir ok besto,OFF
monark precisar responder judicialmente merda falar,OFF
Mentirosa mau caráter cobrar falso Cara ódio mulher raiva filha puta,OFF
USER pergunta ótimo resposta sujeito USER dever preso cadeia pagar crime,NOT
gostar vc comeu papel ker ke vc USER D,NOT
USER sirva lição USER maconheiro maconha deixar cara lesar idéia carcomido,NOT
USER USER BURRA PUTA VAGABUNDA PIRANHA ARROMBADA CUZONA,OFF
mulher nojo thayse,OFF
Preso morrer enao matar ser pobre coitado ladrão galinha tomar biscoito pra matar fome filho justificar roubar Estaria saidinha daspessoa advogado pra processo exigir saidinha USER,NOT
limite brasileiro seita bolsojeguar aguentar presidência país jumento,OFF
presidente burro apoiador,OFF
vcs destruí família tradicional rlx julgamento pai mau,NOT
oportunidade passar esqueça fique pensar anão deixar irritado foquar fruta concurso,NOT
USER vergonha colocar manchete manipular,NOT
USER país lei soltar monte assassino próprio filho próprio pai ganhão liberdade pra sair ter fazer merecer pena morte pena viver USER existir lei assassino,NOT
USER vc lindafe aceitar jeito USER dica,NOT
USER USER falar tema desconhecer dar vergonha alheio toa comentário imbecil pára parada pai pegar Moleque URL,OFF
USER USER Vou dormir de aqui hora levantar pra trabalhar noite pare hipócrita atacar alguém coloquar pessoa,NOT
USER USER USER pensamento hipócrita amigo generalizar,NOT
USER USER Caso poder votar ir dica primeiramente pesquisar acreditar notícia boato fonte USER racista obviamente mentira parar assistir globo falar coisa pensar errado,NOT
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkr USER,NOT
ta ruim USER lutar causa q dever infelizmente precisar q ta 1 rank paise q matar trans MUNDO,NOT
defender opinião racista nazista cara camisa nazista pra cara,NOT
esquerdista chato Precisar dado precisar dado pra USER assaltar país KKKKK,OFF
USER USER jair arrego amigo pastoresDamares evangélico afim cidadão evangélico ficar pecha pilantra graças imbecis voltasujar evangélico,OFF
ein vir papinho ridicular ai falar nome fandom pra porra puta n especial n,OFF
USER tomar deem jeitinho em ele USER fique deus,NOT
USER,NOT
marido virar homem USER deixar 2 vivo tomar vergonha USERa cara pedir divórcio guarda filha mudar retribuição,NOT
USER USER ficar,NOT
USER USER oipiao incomodar insanaUSER logico,NOT
USER USER n voto bolsonaro desejar morra sofra atentado absurdo,NOT
Kkkkkkkk cara fanfarrão kkkkkkkk,NOT
USER brasileiro acordar importância Congresso Nacional Assembleias Legislativas Câmara Municipal sofrer mão calhorda naipe Senador INÚTIL,OFF
USER USER procurar pessoa acometir esquizofrenia conversa voltar,NOT
USER projeto ditador genocido detesto democracia né liberdade expressão pro Bolsonaro fake News ver zap zap t,NOT
USER CORPO DELITO PRA DAYANE ESTUPRO RECORD ESTUPRO FAZENDA,NOT
USER matar criança merecer matar cade pcc estao Sao USER,NOT
USER nao ver video kkkkkkkkkkkkkkkkk USER kkk USER ver causa video 4 ano nao Sentido USER USER USER,NOT
achar USERue USERuis pra voltar pra USERuadro causa USER hj dia n soltar causaUSERue n aparecer treta news USER,NOT
USER achar cena estupro pesar impactante suficiente pra causar nojo revoltar exatamente qu,NOT
USER USER gostar Tati Cielo ranço Tati demonstrar Arthur irritar pq bicha quase espuma raiva kkk,NOT
mano cara falar abertamente claramente existência partido nazista oficial rebatir responder irônico pergunta nazismo agridir existência judeu margem pra interpretação bobagem dizer gente imenso cancelamento desproporcional ver alguém público falar besteira USER falar hoje ser Alemanha ir pra cadeia passar 2 3 ano molho achar merecer prender falar muito besteira negar,NOT
imaginar USER USER viajar 9 ano futuro falar coisa falar USER USER 2019 chamar homofóbico preconceituoso kkkkk,NOT
vcs sao chato p caralho deixar pessoa vestir jeito,OFF
impressora maldito desgraçar morfético palmeirense,OFF
quase votar desgraçado votar conseguir transferir título hoje agradeçar Deus ir lutar puder eleitora cidadã tirar psicopata,OFF
dinheiro tar pra prefeito governador pra matar rápido população pro bolso de eles covid19 licitação roubar dó imaginar,NOT
USER USER USER USER USER insta racista URL,NOT
USER USERrgunto cara USER 100 ano escola terminar estudo USER gay saia,OFF
USER violência sexual ESTUPRO,NOT
USER dourar 80 90 assédio pessoa sentir invadir desconfortável ficar traumatizado certo ato ser brincadeira selinho USER sentir invadir assediar USER denúncia Sabrina posicionar falar gostar 1 criticar USER Volto vc buscar coisa pq tar resposta né falar grito Thayse necessário pro alívio de ela Ah esqueci vc falar lixo coisa pq si relatar de ela tô errado pessoa acéfalar argumento,OFF
Kkkkk cara USER kkkkk,NOT
galo cego futuro,NOT
gente nítido filmagem deus cara inteligente suficiente trabalhar mente vcs dúvida ver vulnerabilidade mulher aproveitar beleza de ela repetir 10x perfeito morador rua ter vista oportunidade transar mulher fácil acesso óbvio montar situação inteligência de ele mudar fato oportunismo,NOT
USER falar ir falar puta q parir mulher lindo,OFF
USER Tb doente,NOT
USER pra eu n nd feio,NOT
USER dizer repetir q fã Harry USER projetar oq xingar xingar q bosta,OFF
pessoa pequeno conteúdo pedido desculpa verdadeirotem foder,OFF
USER respeito respeitar instrução familia filho,NOT
fato mulher distúrbio mental acabar aproveitar coitar história,NOT
q vergonha jesus n conhecer n i n g u m,NOT
falsidade Sergio moro inacreditável grampo presidenta dilma dilam legalidade cúmulo caradepau respeitar verdade respeitar inteligência pessoa HASHTAG,NOT
chefe ir pra puta parir oxi,OFF
safadeza tentar reprimir hipocrisia,NOT
Eita q nojo ta virado botar ess folgar pra trabalhar,NOT
começar vc otario USER fazer Brasil USER burro imbecil vc USER ehr advogado grana neh vazar amar pai infelizmente cheio pesUSERas idioUSER hipócriUSER repugnante metir besto pq pohha certificado advocacia ficar amostrar caralho comentario dizer ehr maioral mundo ehr burro ignorante ah velho fuder vc imbecil,OFF
mau edição decoração quarto banheiro chique,NOT
USER Ta cara armação bora verdade vcs fazer pra derrubar governo bando CANALHAS,OFF
PORRA IA CHORAR SHOW INFERNO PIRANHA NAO PRO ROCK IN RIO URL,OFF
USER USER pastor picareta sujar Evangelho imagem evangélico bolsonarismo trazer tona pastor haver política raça aproveitador raríssimo exceção,NOT
Vi comercial namorada USER entendi hora explicar dia namorado pai dizer ficar bonito Apelaçao USER USER achar ehr ai ficar legal Polemica pra USER USER fazer amor bumbum amigo gay mano sao gnt USER deixar parceiro ser,NOT
USER Caralho mulher estupido Sabia nao ir ficar barato casado Mongoloide,OFF
brasileiro cabeça eleger set nefasto fascista interesse,NOT
USER USER USER USER USER Óbvio DG Scooby querer defender pra ir queimar votar Eli alguém gostar ser burro,NOT
USER certíssimo prova pra ir limite mão beijar liderança pessoa fácil retardado acabar colocar Arthur paredão restar sair terça ir domingo,OFF
nojo casal monstruoso,OFF
USER USER problema USER pessoa continuar julgar NASCEU ser homossexual imoral USER achar pessoa simplesmente escolher orientaçao viver inferno devido comportamento resto sociedade USER condenar alguem USER vir nascença independente influencia causa gente USER preconceituoso tentar alegar q bom pessoa passado fizemos negro tao humano pessoa escravo alegar inferioridade raça esperar USER entendir nao sao caso tao diferente q voce preconceituoso ignorante,NOT
mundo tar cheio gay necessidade algum moral pra hétero taubaté ficar trair namorada,NOT
pinto cavalo Rosa,NOT
vomitar preconceito hoje,NOT
idiota criar monstro chamar Bolsonaro,OFF
estuprar mulher crime,NOT
colocar folgar nisso vejor hora cara sair,NOT
USER USER USER quanta ignorância,NOT
USER amor deus amer ate versao lav in going banana pra eu,NOT
crepúsculo merda USER belo fas USER coma USER USER kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkr,OFF
mds ruim pqp BUGUER USER,OFF
USER USER tô xingar 30 minuto vomitar comentário Homofóbicos,NOT
jojo insuportável ter xingar de ele,OFF
geovano USER USER hipocrisia mato USER kkkkPela amor,NOT
USER morte mundo mentalidade mudo USER,NOT
USER mundo apelaçãodeixem criança ser criança noção,NOT
alheia sofrimento gente voltar exclusivamente ambicioso interesse USER seguir sina destruição sonhar mina pólo Raposos municípo localizar região único reserva ecológico restar metropitano capitalUSER USER,NOT
bosta burguer King,OFF
vídeo nojento,OFF
mexam criança imundo,OFF
USER tú foda Segurar ponta ninguém,OFF
LIXO PROPAGANDA,OFF
USER acusar USER USER minimo ideia idiota conhecer USER crepusculo ablr livro pq gostar ler ñ culpa vc USER cultura,OFF
canalha nojo,OFF
mano coitar Fernanda aconselhar aguentar bêbado xingar elogiar KKKKKKKKKKKK,NOT
Gente homem extremamente poético narrar sexual moça tô abismado,NOT
USER mano ahahahah seleção ficar cheio parasita sinceramente prefiro seleção mundial 2014 l,OFF
USER bandido tar cadeia,NOT
USER USER primeiramente mandar calar boca USER fiz pra dar opinião inocente história errar ficar gritar jeito,NOT
